user_id,data_provenance,as_of_date,signup_date,focus_area,account_age_days,days_since_last_session,sessions_7d,sessions_30d,pulse_checkins_7d,pulse_checkins_30d,weekly_active_days,avg_session_minutes,content_diversity_30d,consultations_90d,days_since_last_consultation,briefs_started_30d,referrals_created_90d,feedback_helpful_rate,signup_completed,onboarding_completed,pulse_completed,brief_created,consultation_booked,repeat_consultation_90d,invites_created,invites_opened,invites_completed,retained_d1,retained_d7,retained_d30,future_30d_churn,future_14d_consultation
SYN-00844,synthetic_demo,2026-04-06,2024-10-24,personal_growth,529,5,1,2,1,2,1,4.45,2,0,180,1,0,0.6059,1,1,1,1,1,0,0,0,0,0,0,0,1,0
SYN-01182,synthetic_demo,2026-04-06,2025-05-02,relationship,339,6,2,7,1,5,0,3.89,3,0,180,0,0,0.7134,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-01279,synthetic_demo,2026-04-06,2024-10-26,family,527,11,0,4,0,1,0,5.35,4,0,180,0,0,0.7278,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01551,synthetic_demo,2026-04-06,2024-10-26,relationship,527,6,2,4,1,2,0,8.72,3,2,27,0,0,0.6775,1,1,1,0,0,1,0,0,0,0,0,0,1,0
SYN-01557,synthetic_demo,2026-04-06,2024-12-24,finance,468,7,0,3,0,1,0,5.68,3,1,21,0,0,0.8139,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01664,synthetic_demo,2026-04-06,2025-09-29,relationship,189,28,0,1,0,0,0,4.66,2,0,180,0,0,0.6164,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01703,synthetic_demo,2026-04-06,2025-12-03,career,124,30,0,0,0,0,0,7.05,0,0,180,0,0,0.8265,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SYN-01745,synthetic_demo,2026-04-06,2026-01-05,career,91,10,0,1,0,0,0,2.96,3,0,180,0,0,0.9139,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01782,synthetic_demo,2026-04-06,2024-11-11,education,511,1,1,4,1,3,1,2.66,2,0,180,0,0,0.8166,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02123,synthetic_demo,2026-04-06,2025-02-16,career,414,12,0,5,0,2,0,4.44,2,1,25,0,0,0.4066,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-02302,synthetic_demo,2026-04-06,2025-10-29,personal_growth,159,11,0,2,0,1,0,1.37,2,0,180,2,0,0.6268,1,1,1,1,1,0,0,0,0,0,0,0,1,0
SYN-00253,synthetic_demo,2026-04-07,2026-02-20,personal_growth,46,30,0,0,0,0,0,5.34,0,0,180,0,0,0.6803,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00271,synthetic_demo,2026-04-07,2025-07-08,personal_growth,273,3,1,3,0,1,1,7.81,3,1,57,1,0,0.8982,1,1,1,1,1,0,0,0,0,1,0,0,0,1
SYN-01001,synthetic_demo,2026-04-07,2026-02-17,personal_growth,49,29,0,1,0,0,0,5.34,2,1,36,0,0,0.7062,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01234,synthetic_demo,2026-04-07,2025-11-04,personal_growth,154,26,0,1,0,0,0,2.52,4,1,35,0,1,0.6019,1,1,0,0,0,0,1,1,0,0,0,0,1,0
SYN-01308,synthetic_demo,2026-04-07,2025-08-24,relationship,226,1,1,3,0,1,1,5.55,0,1,90,0,0,0.7695,1,1,1,0,0,0,0,0,0,1,1,1,0,1
SYN-01323,synthetic_demo,2026-04-07,2025-04-14,finance,358,7,0,1,0,0,0,1.0,0,0,180,0,0,0.7314,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01373,synthetic_demo,2026-04-07,2025-03-24,family,379,6,1,6,0,3,1,9.2,3,0,180,0,0,0.9718,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01762,synthetic_demo,2026-04-07,2025-08-16,relationship,234,2,1,2,0,0,1,5.37,2,0,180,0,0,0.5228,1,1,0,0,0,0,0,0,0,1,0,0,0,0
SYN-01924,synthetic_demo,2026-04-07,2025-11-05,personal_growth,153,30,0,0,0,0,0,8.03,0,0,180,0,0,0.4753,1,1,0,0,0,0,0,0,0,1,0,0,0,0
SYN-02031,synthetic_demo,2026-04-07,2025-11-27,career,131,6,1,8,1,5,1,7.36,2,0,180,1,0,0.8687,1,1,1,1,1,0,0,0,0,1,1,0,0,0
SYN-02217,synthetic_demo,2026-04-07,2025-11-19,family,139,7,0,6,0,2,0,1.5,2,0,180,0,0,0.6246,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02320,synthetic_demo,2026-04-07,2025-05-15,career,327,6,1,3,0,0,1,4.12,2,0,180,0,0,0.8301,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00035,synthetic_demo,2026-04-08,2025-02-26,finance,406,10,0,1,0,0,0,6.74,0,0,180,0,0,0.6826,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00386,synthetic_demo,2026-04-08,2026-02-16,relationship,51,1,3,7,2,6,3,10.69,2,1,60,2,1,0.5126,1,1,1,1,1,0,1,0,0,1,0,0,1,0
SYN-00409,synthetic_demo,2026-04-08,2024-10-31,career,524,0,2,4,1,1,2,3.97,1,0,180,0,1,0.7849,1,1,1,0,0,0,1,1,0,1,0,0,0,0
SYN-00437,synthetic_demo,2026-04-08,2024-12-04,finance,490,6,1,4,0,1,1,4.42,2,1,84,2,0,0.7942,1,1,1,1,1,0,0,0,0,0,0,0,0,0
SYN-00618,synthetic_demo,2026-04-08,2025-04-07,career,366,5,3,7,1,3,3,6.14,3,0,180,1,1,0.6941,1,1,1,1,0,0,1,1,1,1,1,0,0,0
SYN-01179,synthetic_demo,2026-04-08,2024-12-11,personal_growth,483,2,1,1,0,1,1,6.28,3,0,180,0,0,0.6187,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01353,synthetic_demo,2026-04-08,2026-01-19,relationship,79,6,1,3,0,3,1,2.6,1,0,180,0,1,0.6265,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-01429,synthetic_demo,2026-04-08,2024-11-30,relationship,494,6,1,3,0,1,0,3.3,0,0,180,0,0,0.4446,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01515,synthetic_demo,2026-04-08,2025-04-23,career,350,7,0,2,0,1,0,1.0,2,0,180,1,0,0.5605,1,1,1,1,1,0,0,0,0,1,0,0,0,0
SYN-01535,synthetic_demo,2026-04-08,2025-01-01,relationship,462,7,0,2,0,1,0,2.74,2,0,180,0,0,0.4779,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-01684,synthetic_demo,2026-04-08,2025-11-12,career,147,8,0,3,0,2,0,5.84,3,0,180,0,0,0.23,1,1,1,0,0,0,0,0,0,1,1,0,1,1
SYN-01845,synthetic_demo,2026-04-08,2025-10-23,relationship,167,25,0,3,0,1,0,4.21,2,1,15,0,0,0.8169,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01902,synthetic_demo,2026-04-08,2025-05-22,career,321,6,3,6,3,3,3,4.12,3,0,180,0,0,0.6971,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02092,synthetic_demo,2026-04-08,2025-09-25,finance,195,10,0,3,0,1,0,1.0,0,0,180,0,0,0.7573,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-02191,synthetic_demo,2026-04-08,2025-01-27,education,436,15,0,1,0,0,0,2.91,2,0,180,0,1,0.8944,1,1,0,0,0,0,1,1,1,1,0,0,1,0
SYN-02229,synthetic_demo,2026-04-08,2025-10-19,education,171,7,0,1,0,0,0,7.65,3,0,180,0,0,0.6711,1,1,0,0,0,0,0,0,0,1,1,0,1,0
SYN-02294,synthetic_demo,2026-04-08,2025-04-09,relationship,364,3,1,6,0,1,1,3.06,2,1,26,1,0,0.6141,1,1,1,1,0,0,0,0,0,1,0,0,0,0
SYN-00049,synthetic_demo,2026-04-09,2025-11-07,relationship,153,7,0,3,0,2,0,7.36,3,0,180,0,1,0.5783,1,1,1,0,0,0,1,1,1,1,0,0,1,0
SYN-00071,synthetic_demo,2026-04-09,2025-05-29,relationship,315,9,0,3,0,2,0,7.18,3,0,180,0,0,0.7813,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00177,synthetic_demo,2026-04-09,2025-10-20,career,171,6,1,5,0,0,1,8.09,1,0,180,0,0,0.6651,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00340,synthetic_demo,2026-04-09,2025-10-01,relationship,190,7,0,2,0,2,0,2.54,3,0,180,0,0,0.8831,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00517,synthetic_demo,2026-04-09,2025-07-21,career,262,30,0,0,0,0,0,6.33,0,0,180,0,0,0.8129,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00676,synthetic_demo,2026-04-09,2025-06-30,education,283,24,0,1,0,1,0,8.62,2,0,180,0,1,0.8492,1,1,1,0,0,0,1,0,0,1,0,0,1,1
SYN-00739,synthetic_demo,2026-04-09,2025-05-10,career,334,30,0,0,0,0,0,6.47,0,1,80,0,1,0.7789,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SYN-00923,synthetic_demo,2026-04-09,2025-05-07,relationship,337,4,2,6,0,4,2,4.0,2,1,6,0,0,0.7285,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-01199,synthetic_demo,2026-04-09,2025-08-31,family,221,7,0,4,0,2,0,8.58,2,1,80,0,0,0.6327,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01383,synthetic_demo,2026-04-09,2024-11-02,family,523,0,1,5,1,3,1,2.1,3,0,180,0,1,0.8652,1,1,1,0,0,0,1,1,1,1,0,0,1,1
SYN-01760,synthetic_demo,2026-04-09,2025-08-23,family,229,30,0,0,0,0,0,6.96,0,0,180,0,1,0.767,1,1,0,0,0,0,1,1,0,0,0,0,1,0
SYN-02397,synthetic_demo,2026-04-09,2025-03-25,personal_growth,380,7,0,1,0,1,0,8.81,1,0,180,1,0,0.728,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-00006,synthetic_demo,2026-04-10,2024-11-02,family,524,7,0,3,0,1,0,3.3,2,0,180,1,0,0.8933,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-00110,synthetic_demo,2026-04-10,2026-01-05,family,95,7,0,2,0,2,0,6.54,1,0,180,0,0,0.5957,1,1,1,0,0,0,0,0,0,1,1,1,1,0
SYN-00229,synthetic_demo,2026-04-10,2026-02-05,relationship,64,7,0,2,0,1,0,5.27,1,0,180,0,1,0.9296,1,1,1,0,0,0,1,0,0,1,1,1,1,0
SYN-00267,synthetic_demo,2026-04-10,2025-06-09,relationship,305,30,0,0,0,0,0,6.06,0,0,180,0,1,0.4928,1,1,0,0,0,0,1,1,0,0,0,0,0,0
SYN-00716,synthetic_demo,2026-04-10,2025-11-04,career,157,30,0,0,0,0,0,1.0,0,0,180,0,1,0.713,1,1,0,0,0,0,1,0,0,0,0,0,1,0
SYN-01303,synthetic_demo,2026-04-10,2026-01-27,personal_growth,73,7,0,1,0,0,0,4.15,1,0,180,0,0,0.6742,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01408,synthetic_demo,2026-04-10,2026-01-06,career,94,1,4,8,1,6,1,4.95,3,0,180,0,1,0.7648,1,1,1,0,0,0,1,0,0,1,1,0,1,0
SYN-01605,synthetic_demo,2026-04-10,2025-06-19,career,295,6,2,4,1,2,0,5.73,1,0,180,0,0,0.7247,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00093,synthetic_demo,2026-04-11,2024-12-26,personal_growth,471,29,0,3,0,1,0,5.41,3,0,180,0,0,0.3861,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00203,synthetic_demo,2026-04-11,2025-05-21,finance,325,7,0,3,0,2,0,4.07,0,0,180,1,1,0.538,1,1,1,1,1,0,1,1,1,1,1,0,0,0
SYN-00258,synthetic_demo,2026-04-11,2025-05-17,finance,329,7,0,1,0,0,0,2.47,1,0,180,0,0,0.7087,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00361,synthetic_demo,2026-04-11,2025-07-13,education,272,15,0,1,0,0,0,3.89,3,0,180,0,0,0.3002,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00373,synthetic_demo,2026-04-11,2026-03-08,career,34,7,0,1,0,0,0,2.7,3,0,180,0,0,0.6889,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00583,synthetic_demo,2026-04-11,2025-10-22,career,171,7,0,4,0,2,0,2.9,0,0,180,0,0,0.7457,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-00603,synthetic_demo,2026-04-11,2025-03-18,finance,389,6,2,4,0,3,2,7.65,1,1,20,0,0,0.7868,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-00656,synthetic_demo,2026-04-11,2025-04-07,career,369,0,1,3,0,2,1,5.55,2,1,49,0,0,0.965,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-00766,synthetic_demo,2026-04-11,2025-03-29,relationship,378,0,2,6,1,1,2,6.97,3,1,17,0,1,0.6864,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-00884,synthetic_demo,2026-04-11,2025-12-24,finance,108,2,3,10,3,6,3,6.25,1,0,180,1,1,0.7221,1,1,1,1,1,0,1,0,0,1,0,0,0,0
SYN-01119,synthetic_demo,2026-04-11,2025-04-19,career,357,29,0,1,0,0,0,2.06,3,0,180,0,0,0.3836,1,1,0,0,0,0,0,0,0,0,0,0,1,1
SYN-02047,synthetic_demo,2026-04-11,2025-11-25,family,137,29,0,1,0,0,0,3.08,2,0,180,0,0,0.3519,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00055,synthetic_demo,2026-04-12,2025-12-26,relationship,107,1,1,3,1,2,1,7.75,3,1,22,0,2,0.4827,1,1,1,0,0,0,2,2,2,1,0,0,1,0
SYN-00841,synthetic_demo,2026-04-12,2025-10-11,career,183,7,0,3,0,1,0,4.59,1,0,180,0,1,0.7051,1,1,1,0,0,0,1,0,0,1,1,1,1,0
SYN-01586,synthetic_demo,2026-04-12,2025-06-04,finance,312,29,0,2,0,2,0,3.9,1,0,180,1,0,0.5357,1,1,1,1,1,0,0,0,0,0,0,0,1,0
SYN-01993,synthetic_demo,2026-04-12,2024-10-27,career,532,6,1,2,1,2,1,10.2,2,0,180,0,0,0.6407,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-02283,synthetic_demo,2026-04-12,2024-11-02,career,526,21,0,2,0,2,0,2.84,2,1,21,0,0,0.5549,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00327,synthetic_demo,2026-04-13,2025-03-03,education,406,27,0,3,0,2,0,4.97,4,0,180,1,0,0.8383,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-00488,synthetic_demo,2026-04-13,2024-12-10,personal_growth,489,19,0,3,0,1,0,5.69,1,0,180,0,0,0.3696,1,1,1,0,0,0,0,0,0,1,1,0,1,0
SYN-00968,synthetic_demo,2026-04-13,2025-10-26,family,169,29,0,1,0,1,0,7.24,3,0,180,0,0,0.6905,1,1,1,0,0,0,0,0,0,0,0,0,1,1
SYN-01132,synthetic_demo,2026-04-13,2025-01-24,career,444,7,0,1,0,1,0,6.26,1,0,180,0,0,0.3584,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01305,synthetic_demo,2026-04-13,2025-07-07,finance,280,29,0,1,0,1,0,2.38,1,0,180,1,1,0.5801,1,1,1,1,1,0,1,0,0,1,0,0,1,1
SYN-01559,synthetic_demo,2026-04-13,2026-02-15,finance,57,3,2,6,1,5,1,8.38,3,0,180,1,0,0.7121,1,1,1,1,0,0,0,0,0,1,0,0,1,0
SYN-01571,synthetic_demo,2026-04-13,2025-07-29,family,258,1,1,3,0,1,0,5.66,2,0,180,0,0,0.9529,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01694,synthetic_demo,2026-04-13,2025-03-30,finance,379,7,0,2,0,1,0,5.86,1,0,180,0,0,0.4862,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02009,synthetic_demo,2026-04-13,2026-01-13,personal_growth,90,5,1,2,0,1,1,5.08,4,0,180,0,1,0.2472,1,1,1,0,0,0,1,1,0,1,0,0,1,1
SYN-02019,synthetic_demo,2026-04-13,2024-11-23,career,506,30,0,0,0,0,0,9.49,0,1,32,0,0,0.8193,1,0,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00166,synthetic_demo,2026-04-14,2025-02-23,career,415,19,0,5,0,2,0,7.96,2,0,180,0,0,0.7347,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00470,synthetic_demo,2026-04-14,2026-02-01,career,72,6,5,9,3,3,2,6.42,3,1,8,0,0,0.9138,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-00473,synthetic_demo,2026-04-14,2025-08-04,family,253,7,0,6,0,3,0,3.8,2,0,180,0,1,0.6883,1,1,1,0,0,0,1,0,0,1,0,0,0,0
SYN-00627,synthetic_demo,2026-04-14,2025-11-30,relationship,135,4,1,3,1,2,1,5.81,3,0,180,0,0,0.7436,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00748,synthetic_demo,2026-04-14,2025-07-12,relationship,276,29,0,1,0,1,0,3.57,1,0,180,0,0,0.5083,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01127,synthetic_demo,2026-04-14,2025-04-26,finance,353,17,0,3,0,0,0,3.39,4,1,43,0,0,0.5341,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01548,synthetic_demo,2026-04-14,2025-03-23,family,387,63,0,0,0,0,0,1.0,0,0,180,0,0,0.4268,1,0,0,0,0,0,0,0,0,1,1,0,1,0
SYN-01844,synthetic_demo,2026-04-14,2025-09-21,family,205,7,0,1,0,0,0,10.52,3,0,180,0,0,0.4563,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SYN-02375,synthetic_demo,2026-04-14,2025-01-16,education,453,7,0,5,0,5,0,2.26,2,0,180,0,2,0.5508,1,1,1,0,0,0,2,0,0,1,1,1,1,0
SYN-00092,synthetic_demo,2026-04-15,2024-12-14,relationship,487,0,2,6,2,6,1,7.72,3,0,180,0,0,0.3927,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00108,synthetic_demo,2026-04-15,2025-04-21,finance,359,2,3,14,1,9,3,8.22,3,0,180,0,2,0.5691,1,1,1,0,0,0,2,2,2,0,0,0,0,0
SYN-00174,synthetic_demo,2026-04-15,2025-03-19,relationship,392,1,3,5,2,2,0,6.0,3,1,23,4,0,0.6818,1,1,1,1,0,0,0,0,0,1,0,0,0,1
SYN-00444,synthetic_demo,2026-04-15,2025-07-20,finance,269,20,0,1,0,0,0,3.16,0,0,180,0,0,0.8549,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00494,synthetic_demo,2026-04-15,2024-11-02,relationship,529,7,0,1,0,0,0,6.81,2,0,180,0,0,0.6734,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00609,synthetic_demo,2026-04-15,2025-05-17,career,333,6,1,1,0,0,1,8.67,3,0,180,0,0,0.8335,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01024,synthetic_demo,2026-04-15,2025-08-14,career,244,4,2,4,2,4,2,8.77,5,1,89,0,0,0.7385,1,1,1,0,0,0,0,0,0,1,1,0,0,1
SYN-01364,synthetic_demo,2026-04-15,2026-03-12,career,34,9,0,6,0,4,0,8.32,5,0,180,0,0,0.9385,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01391,synthetic_demo,2026-04-15,2025-02-19,family,420,7,0,4,0,2,0,6.75,0,1,37,1,0,0.4692,1,1,1,1,1,0,0,0,0,1,1,0,1,0
SYN-01781,synthetic_demo,2026-04-15,2025-11-09,career,157,4,2,2,1,1,2,5.55,2,1,11,1,0,0.7222,1,1,1,1,0,0,0,0,0,1,0,0,0,0
SYN-01874,synthetic_demo,2026-04-15,2025-06-09,career,310,6,1,6,0,1,0,2.91,4,0,180,0,0,0.2489,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-02226,synthetic_demo,2026-04-15,2025-06-01,education,318,7,0,4,0,3,0,4.41,2,1,17,1,1,0.7192,1,1,1,1,0,0,1,1,0,0,0,0,1,1
SYN-02260,synthetic_demo,2026-04-15,2025-12-27,education,109,23,0,2,0,1,0,8.54,2,0,180,0,0,0.6125,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00126,synthetic_demo,2026-04-16,2025-10-29,finance,169,6,1,2,0,1,1,8.49,2,0,180,0,1,0.8381,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-00392,synthetic_demo,2026-04-16,2025-03-18,career,394,4,1,4,1,2,0,4.1,3,0,180,0,0,0.5252,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-00592,synthetic_demo,2026-04-16,2025-07-11,finance,279,7,0,7,0,6,0,4.3,5,0,180,0,0,0.3584,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00709,synthetic_demo,2026-04-16,2025-09-13,finance,215,5,1,5,1,5,1,9.47,4,1,6,0,0,0.863,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-00888,synthetic_demo,2026-04-16,2026-02-18,relationship,57,6,2,8,1,6,2,8.21,2,1,6,1,1,0.7582,1,1,1,1,1,0,1,1,1,1,0,0,0,1
SYN-00911,synthetic_demo,2026-04-16,2025-07-18,relationship,272,0,2,8,0,3,2,7.55,4,1,75,0,0,0.5176,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00959,synthetic_demo,2026-04-16,2025-09-19,personal_growth,209,19,0,1,0,0,0,3.15,2,0,180,0,0,0.6809,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00976,synthetic_demo,2026-04-16,2025-02-05,personal_growth,435,0,2,3,2,2,2,8.46,3,1,66,0,0,0.868,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-01034,synthetic_demo,2026-04-16,2025-01-30,career,441,6,2,3,1,1,2,5.07,1,0,180,1,1,0.8116,1,1,1,1,1,0,1,1,1,1,0,0,0,0
SYN-01299,synthetic_demo,2026-04-16,2025-04-27,relationship,354,29,0,4,0,2,0,6.13,2,1,34,1,1,0.5556,1,1,1,1,0,0,1,1,1,1,1,1,0,0
SYN-01584,synthetic_demo,2026-04-16,2026-02-08,career,67,7,0,1,0,0,0,3.72,1,0,180,0,0,0.5362,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-02254,synthetic_demo,2026-04-16,2026-02-05,relationship,70,27,0,3,0,1,0,6.28,1,0,180,0,1,0.6945,1,1,1,0,0,0,1,0,0,1,0,0,0,0
SYN-00669,synthetic_demo,2026-04-17,2026-03-08,relationship,40,1,1,6,0,3,1,8.75,2,3,60,0,1,0.782,1,1,1,0,0,1,1,1,0,1,0,0,0,0
SYN-01118,synthetic_demo,2026-04-17,2025-12-18,career,120,29,0,2,0,0,0,7.54,2,0,180,0,0,0.3209,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01306,synthetic_demo,2026-04-17,2025-05-31,relationship,321,7,0,2,0,2,0,10.95,3,0,180,0,0,0.7336,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-01799,synthetic_demo,2026-04-17,2026-02-17,education,59,14,0,3,0,3,0,2.16,2,0,180,0,1,0.4025,1,1,1,0,0,0,1,0,0,0,0,0,1,0
SYN-02238,synthetic_demo,2026-04-17,2026-03-15,finance,33,30,0,0,0,0,0,6.09,0,0,180,0,0,0.6398,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00524,synthetic_demo,2026-04-18,2026-02-02,education,75,6,1,2,1,2,1,10.6,2,3,21,0,0,0.7622,1,1,1,0,0,1,0,0,0,1,1,0,0,0
SYN-00545,synthetic_demo,2026-04-18,2024-11-11,career,523,7,0,3,0,1,0,8.05,3,0,180,0,0,0.6005,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01098,synthetic_demo,2026-04-18,2024-12-08,career,496,5,2,6,1,2,2,9.28,3,1,8,1,0,0.8607,1,1,1,1,0,0,0,0,0,1,1,1,1,0
SYN-01163,synthetic_demo,2026-04-18,2025-01-23,education,450,8,0,2,0,0,0,4.61,2,0,180,0,0,0.8049,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01206,synthetic_demo,2026-04-18,2024-11-03,relationship,531,1,2,8,2,4,2,7.37,1,2,39,0,1,0.6964,1,1,1,0,0,1,1,1,1,0,0,0,0,1
SYN-01212,synthetic_demo,2026-04-18,2025-08-03,finance,258,7,0,3,0,1,0,9.65,0,0,180,0,1,0.4114,1,1,1,0,0,0,1,1,1,1,0,0,1,0
SYN-01335,synthetic_demo,2026-04-18,2025-01-18,family,455,8,0,5,0,3,0,6.88,3,0,180,0,0,0.8003,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01432,synthetic_demo,2026-04-18,2024-12-21,career,483,22,0,5,0,5,0,6.77,5,1,88,0,1,0.53,1,1,1,0,0,0,1,1,0,0,0,0,0,0
SYN-01580,synthetic_demo,2026-04-18,2026-02-16,career,61,7,0,6,0,2,0,8.66,3,0,180,0,0,0.5953,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01947,synthetic_demo,2026-04-18,2025-10-10,relationship,190,7,0,2,0,2,0,6.73,1,0,180,0,0,0.6772,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01981,synthetic_demo,2026-04-18,2026-02-12,career,65,7,0,1,0,0,0,6.68,4,0,180,0,0,0.6681,1,1,0,0,0,0,0,0,0,1,0,0,0,0
SYN-02001,synthetic_demo,2026-04-18,2025-03-24,relationship,390,6,3,6,1,4,2,8.72,3,2,86,3,1,0.7141,1,1,1,1,0,1,1,1,1,0,0,0,0,0
SYN-02175,synthetic_demo,2026-04-18,2025-06-07,relationship,315,2,1,2,0,0,1,4.08,3,0,180,0,0,0.8163,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00389,synthetic_demo,2026-04-19,2025-04-04,relationship,380,7,0,5,0,3,0,9.72,4,0,180,1,2,0.694,1,1,1,1,1,0,2,2,0,0,0,0,1,0
SYN-00471,synthetic_demo,2026-04-19,2026-02-25,education,53,3,1,4,0,0,0,5.73,2,0,180,0,0,0.7368,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00598,synthetic_demo,2026-04-19,2025-09-13,finance,218,3,1,3,1,1,1,6.51,2,0,180,0,0,0.7832,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00626,synthetic_demo,2026-04-19,2025-01-06,relationship,468,29,0,2,0,0,0,5.14,2,0,180,0,0,0.8579,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01273,synthetic_demo,2026-04-19,2025-08-07,finance,255,1,4,12,2,5,4,6.58,2,1,30,1,0,0.7462,1,1,1,1,1,0,0,0,0,1,1,0,0,1
SYN-01369,synthetic_demo,2026-04-19,2025-02-09,relationship,434,30,0,0,0,0,0,9.41,0,0,180,0,0,0.9641,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-02201,synthetic_demo,2026-04-19,2025-08-03,relationship,259,6,2,8,2,2,2,6.48,4,1,19,0,0,0.3857,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-00030,synthetic_demo,2026-04-20,2026-02-18,personal_growth,61,29,0,6,0,4,0,8.13,3,0,180,1,1,0.856,1,1,1,1,1,0,1,1,0,1,0,0,1,0
